dictionary,hiragana,meaning,type,transitivity,te,past,negative,negativePast,polite,potential,passive,causative,causativePassive,conditional,imperative,volitional,prohibitive,lesson
認識する,にんしきする,认识，认知，识别,不规则动词动词,他动词,認識して,認識した,認識しない,認識しなかった,認識します,認識できる,認識される,認識させる,認識させられる,認識すれば,認識しろ / 認識せよ,認識しよう,認識するな,225
表彰する,ひょうしょうする,表彰，表扬，嘉奖,不规则动词,他动词,表彰して,表彰した,表彰しない,表彰しなかった,表彰します,表彰できる,表彰される,表彰させる,表彰させられる,表彰すれば,表彰しろ,表彰しよう,表彰するな,226
愛し合う,あいしあう,相爱，互爱,五段动词,自动词,愛し合って,愛し合った,愛し合わない,愛し合わなかった,愛し合います,愛し合える,愛し合われる,愛し合わせる,愛し合わせられる,愛し合えば,愛し合え,愛し合おう,愛し合うな,226
及ぼす,およぼす,带来，造成（影响等）,五段动词,他动词,及ぼして,及ぼした,及ぼさない,及ぼさなかった,及ぼします,及ぼせる,及ぼされる,及ぼさせる,及ぼさせられる,及ぼせば,及ぼせ,及ぼそう,及ぼすな,226
排出する,はいしゅつする,排出，放出,不规则动词,他動詞,排出して,排出した,排出しない,排出しなかった,排出します,排出できる,排出される,排出させる,排出させられる,排出すれば,排出しろ,排出しよう,排出するな,226
吸収する,きゅうしゅうする,吸收,不规则动词,他動詞,吸収して,吸収した,吸収しない,吸収しなかった,吸収します,吸収できる,吸収される,吸収させる,吸収させられる,吸収すれば,吸収しろ,吸収しよう,吸収するな,226
激減する,げきげんする,急剧减少，骤减,不规则动词,自动词,激減して,激減した,激減しない,激減しなかった,激減します,激減できる,激減される,激減させる,激減させられる,激減すれば,激減しろ,激減しよう,激減するな,226
講じる,こうじる,采取，施行，讲求,一段动词,他动词,講じて,講じた,講じない,講じなかった,講じます,講じられる,講じられる,講じさせる,講じさせられる,講じれば,講じろ / 講じよ,講じよう,講じるな,226
確保する,かくほする,确保，保证,不规则动词动词,他动词,確保して,確保した,確保しない,確保しなかった,確保します,確保できる,確保される,確保させる,確保させられる,確保すれば,確保しろ / 確保せよ,確保しよう,確保するな,226
崩す,くずす,弄坏，拆毁，使崩溃,五段动词,他动词,崩して,崩した,崩さない,崩さなかった,崩します,崩せる,崩される,崩させる,崩させられる,崩せば,崩せ,崩そう,崩すな,226
半減する,はんげんする,减少一半，减半,不规则动词,他動詞,半減して,半減した,半減しない,半減しなかった,半減します,半減できる,半減される,半減させる,半減させられる,半減すれば,半減しろ,半減しよう,半減するな,226
湧く,わく,涌出，冒出，涌现,五段动词,自动词,湧いて,湧いた,湧かない,湧かなかった,湧きます,湧ける,湧かれる,湧かせる,湧かせられる,湧けば,湧け,湧こう,湧くな,226
主催する,しゅさいする,主办，举办,不规则动词,他动词,主催して,主催した,主催しない,主催しなかった,主催します,主催できる,主催される,主催させる,主催させられる,主催すれば,主催しろ,主催しよう,主催するな,227
停める,とめる,停下，停止，停放,一段动词,他动词,停めて,停めた,停めない,停めなかった,停めます,停められる,停められる,停めさせる,停めさせられる,停めれば,停めろ,停めよう,停めるな,227
凹む,へこむ,凹陷，瘪下；屈服，认输,五段动词,自动词,凹んで,凹んだ,凹まない,凹まなかった,凹みます,凹める,凹まれる,凹ませる,凹ませられる,凹めば,凹め,凹もう,凹むな,227
設立する,せつりつする,设立，建立，创办,不规则动词,他动词,設立して,設立した,設立しない,設立しなかった,設立します,設立できる,設立される,設立させる,設立させられる,設立すれば,設立しろ / 設立せよ,設立しよう,設立するな,227
妥協する,だきょうする,妥协，让步,不规则动词,自动词,妥協して,妥協した,妥協しない,妥協しなかった,妥協します,妥協できる,妥協される,妥協させる,妥協させられる,妥協すれば,妥協しろ / 妥協せよ,妥協しよう,妥協するな,227
なす,なす,做，为，完成,五段动词,他动词,なして,なした,なさない,なさなかった,なします,なせる,なされる,なさせる,なさせられる,なせば,なせ,なそう,なすな,227
想定する,そうていする,假设，设想，预料,不规则动词,他动词,想定して,想定した,想定しない,想定しなかった,想定します,想定できる,想定される,想定させる,想定させられる,想定すれば,想定しろ,想定しよう,想定するな,227
捕まえる,つかまえる,捕捉，抓住，逮住,一段动词,他动词,捕まえて,捕まえた,捕まえない,捕まえなかった,捕まえます,捕まえられる,捕まえられる,捕まえさせる,捕まえさせられる,捕まえれば,捕まえろ,捕まえよう,捕まえるな,227
もむ,もむ,揉，搓，按摩,五段动词,他动词,もんで,もんだ,もまない,もまなかった,もみます,もめる,もまれる,もませる,もませられる,もめば,もめ,ももう,もむな,227
更新する,こうしんする,更新，革新，刷新,不规则动词,他動詞,更新して,更新した,更新しない,更新しなかった,更新します,更新できる,更新される,更新させる,更新させられる,更新すれば,更新しろ / 更新せよ,更新しよう,更新するな,227
臨む,のぞむ,面临，面对；俯瞰；出席，亲临,五段动词,他动词,臨んで,臨んだ,臨まない,臨まなかった,臨みます,臨める,臨まれる,臨ませる,臨ませられる,臨めば,臨め,臨もう,臨むな,227
当てはめる,あてはめる,适用，应用，适合,一段动词,他动词,当てはめて,当てはめた,当てはめない,当てはめなかった,当てはめます,当てはめられる,当てはめられる,当てはめさせる,当てはめさせられる,当てはめれば,当てはめろ,当てはめよう,当てはめるな,227
導き出す,みちびきだす,推导出，引导出,五段动词,他动词,導き出して,導き出した,導き出さない,導き出さなかった,導き出します,導き出せる,導き出される,導き出させる,導き出させられる,導き出せば,導き出せ,導き出そう,導き出すな,227
相次ぐ,あいつぐ,相继发生，接连不断,五段动词,自动词,相次いで,相次いだ,相次がない,相次がなかった,相次ぎます,相次げる,相次がれる,相次がせる,相次がせられる,相次げば,相次げ,相次ごう,相次ぐな,227
飛び交う,とびかう,飞来飞去，穿梭飞行,五段动词,自动词,飛び交って,飛び交った,飛び交わない,飛び交わなかった,飛び交います,飛び交える,飛び交われる,飛び交わせる,飛び交わせられる,飛び交えば,飛び交え,飛び交おう,飛び交うな,227
密着する,みっちゃくする,紧密贴合，紧贴,不规则动词,自动词,密着して,密着した,密着しない,密着しなかった,密着します,密着できる,密着される,密着させる,密着させられる,密着すれば,密着しろ,密着しよう,密着するな,227
寄贈する,きぞうする,捐赠，赠送,不规则动词,他动词,寄贈して,寄贈した,寄贈しない,寄贈しなかった,寄贈します,寄贈できる,寄贈される,寄贈させる,寄贈させられる,寄贈すれば,寄贈しろ,寄贈しよう,寄贈するな,227
整える,ととのえる,整理，整顿，备齐，准备好,一段动词,他动词,整えて,整えた,整えない,整えなかった,整えます,整えられる,整えられる,整えさせる,整えさせられる,整えれば,整えろ,整えよう,整えるな,227
